architecture,architecture_label,mu_europe,status,stage1_status,stage2_status,solver,stage1_solver,stage2_solver,solve_time_seconds,stage1_solve_time_seconds,stage2_solve_time_seconds,turnover_constraint_applied,turnover_reference_available,n_scenarios,scenario_source,scenario_seed,portfolio_cvar_limit_mode,cvar_portfolio_benchmark_factor,requested_portfolio_cvar_limit,effective_portfolio_cvar_limit,benchmark_portfolio_cvar_demeaned,cvar_te_limit,expected_return,stage1_expected_return,stage2_expected_return,objective_loss_pct,stage2_bm_distance_objective,portfolio_cvar,portfolio_cvar_demeaned,portfolio_cvar_full,te_cvar,te_cvar_demeaned,te_cvar_full,bm_dist_l2,bm_dist_l1,max_weight,herfindahl,effective_n,turnover,error_message,w_US,w_Europe,w_EM,w_Japan,aw_US,aw_Europe,aw_EM,aw_Japan,stage1_w_US,stage1_w_Europe,stage1_w_EM,stage1_w_Japan,stage1_aw_US,stage1_aw_Europe,stage1_aw_EM,stage1_aw_Japan,adj_abs_change_US,adj_change_US,adj_abs_change_Europe,adj_change_Europe,adj_abs_change_EM,adj_change_EM,adj_abs_change_Japan,adj_change_Japan,adj_l1_change,adj_l2_change,adj_max_jump,instability_score,portfolio_risk_factor,te_cvar_limit,turnover_limit,is_feasible
A,Architecture A: Standard Optimization,0.068,infeasible,,,CLARABEL,,,1.4459206,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.068,infeasible,,,CLARABEL,,,2.0954148,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.068,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0954148,2.0954148,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.0675,infeasible,,,CLARABEL,,,0.9648794,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.0675,infeasible,,,CLARABEL,,,2.1591028,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0675,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.1591028,2.1591028,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.067,infeasible,,,CLARABEL,,,0.6923617,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.067,infeasible,,,CLARABEL,,,2.0590652,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.067,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0590652,2.0590652,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.0665,infeasible,,,CLARABEL,,,0.8655956,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.0665,infeasible,,,CLARABEL,,,2.0675734,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0665,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0675734,2.0675734,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.066,infeasible,,,CLARABEL,,,0.6138683,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.066,infeasible,,,CLARABEL,,,2.1167687,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.066,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.1167687,2.1167687,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.0655,infeasible,,,CLARABEL,,,0.8216761,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.0655,infeasible,,,CLARABEL,,,1.9964441000000002,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0655,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,1.9964441000000002,1.9964441000000002,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.065,infeasible,,,CLARABEL,,,0.7451197,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.065,infeasible,,,CLARABEL,,,2.0620002,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.065,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0620002,2.0620002,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.0645,infeasible,,,CLARABEL,,,0.8397427,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.0645,infeasible,,,CLARABEL,,,2.0186011,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0645,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0186011,2.0186011,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.064,infeasible,,,CLARABEL,,,0.8279305,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.064,infeasible,,,CLARABEL,,,2.1561814,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.064,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.1561814,2.1561814,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.0635,infeasible,,,CLARABEL,,,0.7532681,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.0635,infeasible,,,CLARABEL,,,2.1249531,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0635,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.1249531,2.1249531,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.063,infeasible,,,CLARABEL,,,0.9375014,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.063,infeasible,,,CLARABEL,,,2.0947833,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.063,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0947833,2.0947833,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.0625,infeasible,,,CLARABEL,,,0.7286209,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.0625,infeasible,,,CLARABEL,,,2.2072095,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0625,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.2072095,2.2072095,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.062,infeasible,,,CLARABEL,,,0.7441903,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.062,infeasible,,,CLARABEL,,,2.1188952,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.062,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.1188952,2.1188952,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.0615,infeasible,,,CLARABEL,,,0.7285308,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.0615,infeasible,,,CLARABEL,,,2.2012764,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0615,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.2012764,2.2012764,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.061,infeasible,,,CLARABEL,,,0.7603437,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.061,infeasible,,,CLARABEL,,,2.0066403,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.061,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0066403,2.0066403,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.0605,infeasible,,,CLARABEL,,,0.8711552,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.0605,infeasible,,,CLARABEL,,,2.0999725,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0605,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0999725,2.0999725,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.06,infeasible,,,CLARABEL,,,0.755212,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
B,Architecture B: Stronger Single-Stage,0.06,infeasible,,,CLARABEL,,,2.0757765,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.06,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0757765,2.0757765,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.3,False
A,Architecture A: Standard Optimization,0.07,infeasible,,,CLARABEL,,,0.7832645,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
B,Architecture B: Stronger Single-Stage,0.07,infeasible,,,CLARABEL,,,1.4388507,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.07,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,1.4388507,1.4388507,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
A,Architecture A: Standard Optimization,0.0695,infeasible,,,CLARABEL,,,0.5060074,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
B,Architecture B: Stronger Single-Stage,0.0695,infeasible,,,CLARABEL,,,2.0572204,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0695,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0572204,2.0572204,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
A,Architecture A: Standard Optimization,0.069,infeasible,,,CLARABEL,,,0.8147585,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
B,Architecture B: Stronger Single-Stage,0.069,infeasible,,,CLARABEL,,,2.1634899,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.069,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.1634899,2.1634899,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
A,Architecture A: Standard Optimization,0.0685,infeasible,,,CLARABEL,,,1.2889783000000001,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
B,Architecture B: Stronger Single-Stage,0.0685,infeasible,,,CLARABEL,,,1.9854513,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0685,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,1.9854513,1.9854513,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
A,Architecture A: Standard Optimization,0.068,infeasible,,,CLARABEL,,,0.9938488,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
B,Architecture B: Stronger Single-Stage,0.068,infeasible,,,CLARABEL,,,2.067216,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.068,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.067216,2.067216,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
A,Architecture A: Standard Optimization,0.0675,infeasible,,,CLARABEL,,,0.7684843,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
B,Architecture B: Stronger Single-Stage,0.0675,infeasible,,,CLARABEL,,,2.0384499,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0675,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0384499,2.0384499,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
A,Architecture A: Standard Optimization,0.067,infeasible,,,CLARABEL,,,0.8283423,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
B,Architecture B: Stronger Single-Stage,0.067,infeasible,,,CLARABEL,,,2.1185571,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.067,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.1185571,2.1185571,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
A,Architecture A: Standard Optimization,0.0665,infeasible,,,CLARABEL,,,0.5945232,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
B,Architecture B: Stronger Single-Stage,0.0665,infeasible,,,CLARABEL,,,2.0821734,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0665,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.0821734,2.0821734,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
A,Architecture A: Standard Optimization,0.066,infeasible,,,CLARABEL,,,0.8679025,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
B,Architecture B: Stronger Single-Stage,0.066,infeasible,,,CLARABEL,,,2.1068855,,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.066,infeasible,infeasible,not_run,CLARABEL,CLARABEL,,2.1068855,2.1068855,,True,True,10000,excel_workbook,,benchmark_factor,0.95,0.25,0.2610625198591124,0.27480265248327623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.01,0.4,False
