architecture,architecture_label,status,is_feasible,mu_europe,portfolio_risk_factor,te_cvar_limit,turnover_limit,expected_return,portfolio_cvar,te_cvar,bm_dist_l2,bm_dist_l1,turnover,herfindahl,effective_n,instability_score,max_adjacent_jump,objective_loss_pct,max_weight
A,Architecture A: Standard Optimization,optimal,True,0.066,1.0,0.04,0.3,0.06864876157716375,0.27480265110634894,0.023147579770078117,0.13566051256444414,0.22927839629103236,0.22927839629103236,0.30896240913218476,3.2366397025735436,0.06342164971795029,0.01492621488860979,,0.4194693556311896
B,Architecture B: Stronger Single-Stage,optimal,True,0.066,1.0,0.04,0.3,0.06864876179530763,0.27480265222995914,0.023147578067217595,0.13566050662397844,0.2292783880413956,0.2292783880413956,0.30896241880259784,3.2366396012678798,0.06342266388193289,0.014926487147153777,,0.41946936775319804
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.066,1.0,0.04,0.3,0.06839974920750241,0.27480135634117187,3.4528341649128652e-06,1.7643684527900763e-05,3.005105958930887e-05,3.005105958930887e-05,0.34499311967465524,2.898608531506504,6.632333686060474e-05,1.588869525713521e-05,0.003627342741413217,0.39999725930213803
A,Architecture A: Standard Optimization,optimal,True,0.0655,1.0,0.04,0.3,0.06851081770738104,0.2748026479361774,0.025766184582327586,0.15655970186085055,0.2688481692108652,0.2688481692108652,0.31100746121009093,3.2153569438788567,0.08421043037857556,0.019784886459916273,,0.43340122587228114
B,Architecture B: Stronger Single-Stage,optimal,True,0.0655,1.0,0.04,0.3,0.06851081712608058,0.2748026450098878,0.025753344210511925,0.15643746924556315,0.26861450302257983,0.26861450302257983,0.31097665648620815,3.215675450688853,0.08369766749108179,0.01966805749059264,,0.433288396528479
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0655,1.0,0.04,0.3,0.06819942125779152,0.27479964495575104,8.011857932555839e-06,4.0939852808710554e-05,6.973022451847027e-05,6.973022451847027e-05,0.34498403520362614,2.8986848606189906,8.28149157202453e-05,1.983958246459111e-05,0.00454520733150789,0.39999363876960925
A,Architecture A: Standard Optimization,optimal,True,0.065,1.0,0.04,0.3,0.06838051785944937,0.27480263348471873,0.027747924420116237,0.1704342770199902,0.29370451600771585,0.29370451600771585,0.31158097517252187,3.2094385719355993,0.05202180689735713,0.012428173398425668,,0.4397078338127567
B,Architecture B: Stronger Single-Stage,optimal,True,0.065,1.0,0.04,0.3,0.06838052031035811,0.27480264581740493,0.02774353380267274,0.17038021194048208,0.2936004376315664,0.2936004376315664,0.31155763250202356,3.209679031032902,0.05229637937272025,0.0124929673044889,,0.43964208012187306
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.065,1.0,0.04,0.3,0.06803861770864512,0.27480264995623793,0.0016429955874774612,0.008682203570562645,0.013756355248713631,0.013756355248713631,0.34134816055980854,2.929560242422303,0.029003892158459534,0.006601628611350385,0.005000000002357389,0.39972981221738424
A,Architecture A: Standard Optimization,optimal,True,0.0645,1.0,0.04,0.3,0.06825541175080395,0.2748026452524076,0.02830539342039535,0.1740215833676364,0.2999999967228929,0.2999999967228929,0.3115133513114132,3.2101352824531793,0.013098254484739185,0.0031477403575919105,,0.4407740387895794
B,Architecture B: Stronger Single-Stage,optimal,True,0.0645,1.0,0.04,0.3,0.06825541311638184,0.27480265210004146,0.02830539571561771,0.1740215908420496,0.29999999859401155,0.29999999859401155,0.3115133698867822,3.2101350910345983,0.013317427283625076,0.0031997804812273767,,0.4407740440335535
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0645,1.0,0.04,0.3,0.06791413605062316,0.274802651893647,0.004595743929202279,0.025088103916600678,0.03984589073122181,0.03984589073122181,0.3351860355649339,2.9834178453006435,0.05640225624068007,0.013314955523869854,0.005000000002589803,0.40085208008503054
A,Architecture A: Standard Optimization,optimal,True,0.064,1.0,0.04,0.3,0.06813041308397522,0.2748026519347444,0.02830539743109551,0.17402159313310336,0.29999999981938036,0.29999999981938036,0.3115133608847605,3.21013518380014,3.269332035964622e-07,7.587930639374463e-08,,0.4407740274787929
B,Architecture B: Stronger Single-Stage,optimal,True,0.064,1.0,0.04,0.3,0.06813041311807044,0.27480265210717264,0.028305396333915607,0.17402159193736616,0.29999999951552336,0.29999999951552336,0.3115133671465958,3.2101351192721297,2.338859529303825e-08,5.2013529039385276e-09,,0.4407740388322006
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.064,1.0,0.04,0.3,0.0677897610518977,0.2748026514479382,0.00715287858721736,0.040138052216127415,0.06546603700702144,0.06546603700702144,0.33041524905435177,3.026494699811826,0.053636894958098244,0.01281007313789978,0.005000000008548201,0.40340675743056675
A,Architecture A: Standard Optimization,optimal,True,0.0635,1.0,0.04,0.3,0.06800541310578562,0.2748026520437792,0.02830539732021571,0.17402159313063797,0.29999999991969406,0.29999999991969406,0.31151336197311363,3.210135172584696,7.12505479438551e-09,1.639094582284173e-09,,0.4407740291178875
B,Architecture B: Stronger Single-Stage,optimal,True,0.0635,1.0,0.04,0.3,0.0680054130563009,0.27480265180430663,0.02830539162548939,0.1740215869601589,0.29999999987144554,0.29999999987144554,0.3115133902380945,3.210134881315004,1.998721526636759e-07,4.645402251757247e-08,,0.44077408528622314
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0635,1.0,0.04,0.3,0.06766538599017119,0.2748026513340163,0.009360125268989258,0.05324474964917759,0.08782616732258908,0.08782616732258908,0.3266516061206765,3.0613656301159136,0.046738452857357296,0.011180065157783692,0.005000000012472553,0.4057623441917404
A,Architecture A: Standard Optimization,optimal,True,0.063,1.0,0.04,0.3,0.06788041296393009,0.27480265133278725,0.028305397508379,0.1740215928722089,0.29999999986948256,0.29999999986948256,0.3115133579094299,3.2101352144608266,3.492361521174533e-08,8.245323507294344e-09,,0.44077402444343244
B,Architecture B: Stronger Single-Stage,optimal,True,0.063,1.0,0.04,0.3,0.06788041130273613,0.27480264304458446,0.028305370848504027,0.1740215591089883,0.2999999985573158,0.2999999985573158,0.31151345880545644,3.210134174730829,9.360726749659472e-07,2.1801498384377282e-07,,0.4407742587202541
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.063,1.0,0.04,0.3,0.06754100924620349,0.27480265245898594,0.01110770227411624,0.06486218606515863,0.10881771051822703,0.10881771051822703,0.3244707219460531,3.0819421672389327,0.04367998850788092,0.0104957715978225,0.005000000000279337,0.41015821193366636
A,Architecture A: Standard Optimization,optimal,True,0.0625,1.0,0.04,0.3,0.06775541271289579,0.2748026500741425,0.02830539617071738,0.1740215906642367,0.29999999979859726,0.29999999979859726,0.3115133593387048,3.2101351997321945,8.009448887252996e-08,1.8952839769825758e-08,,0.44077403296272233
B,Architecture B: Stronger Single-Stage,optimal,True,0.0625,1.0,0.04,0.3,0.06775541310809091,0.2748026520563942,0.02830539641900358,0.17402159218421173,0.2999999999099757,0.2999999999099757,0.31151336666578955,3.2101351242268223,1.1073976367978422e-06,2.5592901325977024e-07,,0.4407740382007634
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0625,1.0,0.04,0.3,0.0674166360418291,0.27480265176017693,0.012762709073697552,0.07510050122942091,0.12661051630411055,0.12661051630411055,0.32221125731256545,3.103553886790294,0.037021527032416957,0.008896402892938304,0.00500000001064652,0.41267381446254314
A,Architecture A: Standard Optimization,optimal,True,0.062,1.0,0.04,0.3,0.06763041290261866,0.274802651025725,0.028305397732465466,0.17402159293642655,0.29999999990151627,0.29999999990151627,0.31151335544090414,3.2101352398989063,7.822516120228449e-08,1.844385938420956e-08,,0.44077402104647906
B,Architecture B: Stronger Single-Stage,optimal,True,0.062,1.0,0.04,0.3,0.06763041305442147,0.27480265178984115,0.02830539523020025,0.17402159072221174,0.2999999998115402,0.2999999998115402,0.31151337159140857,3.210135073468479,4.7771183588648525e-08,1.0799854732734815e-08,,0.4407740490006181
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.062,1.0,0.04,0.3,0.06729226098809266,0.27480265149809846,0.014145366992767808,0.08398468046486918,0.14227742786358005,0.14227742786358005,0.3206531726220734,3.118634354441941,0.032559869916040096,0.007833455779734766,0.0050000000156246935,0.41544459266434247
A,Architecture A: Standard Optimization,optimal,True,0.0615,1.0,0.04,0.3,0.0675054129947881,0.27480265148708566,0.028305396816265864,0.17402159227104952,0.2999999999398659,0.2999999999398659,0.31151336217684755,3.2101351704852243,4.677626074703596e-08,1.1014106404694246e-08,,0.44077403206058546
B,Architecture B: Stronger Single-Stage,optimal,True,0.0615,1.0,0.04,0.3,0.06750541312483958,0.2748026521401337,0.02830539638227742,0.17402159223004468,0.2999999999805226,0.2999999999805226,0.31151336724783235,3.2101351182288904,4.820912176010492e-08,1.1077132655579192e-08,,0.4407740389654045
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0615,1.0,0.04,0.3,0.06716788605895366,0.27480265226934264,0.015365575526256826,0.0917701829166129,0.15595106169360812,0.15595106169360812,0.3193435445170319,3.1314238761656443,0.028411788563285453,0.006836816915014032,0.00500000000387714,0.4177406900775768
A,Architecture A: Standard Optimization,optimal,True,0.061,1.0,0.04,0.3,0.06738040976673523,0.27480263530082677,0.028305397847934087,0.1740215830831659,0.29999999903746866,0.29999999903746866,0.31151328657185107,3.210135949592469,7.604762722013691e-07,1.7945679685327232e-07,,0.44077395857766843
B,Architecture B: Stronger Single-Stage,optimal,True,0.061,1.0,0.04,0.3,0.06738041306256655,0.2748026518304765,0.02830539484620588,0.17402159040785098,0.2999999999492937,0.2999999999492937,0.3115133738052438,3.21013505065498,6.23710956643742e-08,1.418963940791329e-08,,0.4407740531550439
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.061,1.0,0.04,0.3,0.06704351099718822,0.2748026524268285,0.01636651210736071,0.09847012215837479,0.1678805543901695,0.1678805543901695,0.31856535028281174,3.139073345899776,0.024815084716189328,0.005964746348280758,0.005000000000972019,0.4202830050143609
A,Architecture A: Standard Optimization,optimal,True,0.0605,1.0,0.04,0.3,0.06725541295420079,0.27480265128300313,0.02830539708978532,0.17402159243911694,0.29999999994795123,0.29999999994795123,0.31151335989152507,3.2101351940353995,7.485415273697423e-07,1.7654616361884035e-07,,0.4407740285412455
B,Architecture B: Stronger Single-Stage,optimal,True,0.0605,1.0,0.04,0.3,0.06725541312375517,0.27480265213507304,0.028305396180172505,0.17402159201399806,0.2999999999806299,0.2999999999806299,0.31151336826649745,3.2101351077315794,5.3841142062100086e-08,1.2200273985518706e-08,,0.4407740409738407
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0605,1.0,0.04,0.3,0.06691913605810314,0.27480265245229285,0.017266829688985658,0.10431576520792095,0.17817290402582803,0.17817290402582803,0.3178075369203166,3.146558479041762,0.021385123507426287,0.005146174817826532,0.005000000000494525,0.42217301639400234
A,Architecture A: Standard Optimization,optimal,True,0.06,1.0,0.04,0.3,0.06713041306603912,0.27480265184460034,0.028305397431650052,0.17402159315303298,0.2999999999748948,0.2999999999748948,0.3115133605625109,3.210135187120912,2.808548622348368e-08,6.533081298165655e-09,,0.4407740272917101
B,Architecture B: Stronger Single-Stage,optimal,True,0.06,1.0,0.04,0.3,0.06713041313444511,0.27480265218831285,0.028305396430793314,0.17402159231127856,0.29999999998220905,0.29999999998220905,0.31151336720676553,3.2101351186520826,1.0162063941708186e-08,2.308424118524499e-09,,0.4407740386654166
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.06,1.0,0.04,0.3,0.06679476106853802,0.2748026522791801,0.018001236716024056,0.10944045518471762,0.18735129463685116,0.18735129463685116,0.3174860786623603,3.1497444052136814,0.019151278622707286,0.004589195305514271,0.005000000003498646,0.42445531909621564
A,Architecture A: Standard Optimization,optimal,True,0.07,1.0,0.04,0.4,0.07008482717536661,0.27480264358677325,0.013550763895280335,0.08256983383245192,0.13812587565789672,0.13812587565789672,0.3298576105088805,3.0316111198928293,,,,0.4275930492764005
B,Architecture B: Stronger Single-Stage,optimal,True,0.07,1.0,0.04,0.4,0.07008482802160684,0.2748026479060446,0.013550768339161681,0.08256989312363809,0.13812595215692322,0.13812595215692322,0.32985767515960385,3.031610525709742,,,,0.4275931718840734
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.07,1.0,0.04,0.4,0.06999952733416792,0.274800311969052,6.234967369385462e-06,3.186015982526145e-05,5.4264728301049725e-05,5.4264728301049725e-05,0.34498757639714606,2.8986551064923294,,,0.0012171063245332342,0.3999950512561637
A,Architecture A: Standard Optimization,optimal,True,0.0695,1.0,0.04,0.4,0.06987371209032453,0.27480263727722126,0.012415838734290006,0.07070091597504528,0.11648664950711249,0.11648664950711249,0.32694381120706567,3.0586295434314335,0.055005328608860704,0.012742780089785688,,0.41485026918661483
B,Architecture B: Stronger Single-Stage,optimal,True,0.0695,1.0,0.04,0.4,0.06987371502893533,0.2748026523656284,0.012415848452875845,0.0707009383114258,0.11648661771909397,0.11648661771909397,0.3269439103063941,3.058628616336222,0.05500543427825795,0.01274279852970267,,0.41485037335437075
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0695,1.0,0.04,0.4,0.06979951348747358,0.2748002307254913,6.451392352838646e-06,3.2966084671040737e-05,5.6148371407258035e-05,5.6148371407258035e-05,0.3449871451577714,2.8986587298569475,3.931389507175256e-06,9.418215532394636e-07,0.0010619378321450187,0.39999487946170986
A,Architecture A: Standard Optimization,optimal,True,0.069,1.0,0.04,0.4,0.069669953030498,0.27480264384701947,0.012611518618704316,0.06636247838227298,0.10305567243455616,0.10305567243455616,0.32280988165315744,3.09779860169971,0.05429485318833298,0.01298119288189864,,0.4018690763047162
B,Architecture B: Stronger Single-Stage,optimal,True,0.069,1.0,0.04,0.4,0.06966995465326951,0.27480265219230804,0.012611505317051267,0.06636236591505006,0.10305542700316729,0.10305542700316729,0.3228099448911886,3.097797994845158,0.05429533052657996,0.012981306971296624,,0.4018690663830741
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.069,1.0,0.04,0.4,0.06959962321661049,0.2748007670123084,5.0227629425680915e-06,2.5665901006917014e-05,4.3714572086121783e-05,4.3714572086121783e-05,0.34498999162928556,2.8986348133674724,2.5950882645886607e-05,6.216899660536901e-06,0.0010094945089177082,0.3999960133910851
A,Architecture A: Standard Optimization,optimal,True,0.0685,1.0,0.04,0.4,0.0694749217596417,0.2748026516353246,0.01423381625857135,0.06895801141149989,0.1254995014254295,0.1254995014254295,0.3156653177871559,3.167912164092323,0.09857994279914688,0.02365202664448124,,0.37821704966023495
B,Architecture B: Stronger Single-Stage,optimal,True,0.0685,1.0,0.04,0.4,0.06947492189770603,0.2748026523536034,0.014233816681345582,0.06895801137114058,0.12549949357213883,0.12549949357213883,0.31566532137025827,3.1679121281334996,0.09857986524158514,0.023652013498145774,,0.37821705288492835
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0685,1.0,0.04,0.4,0.06939946422803452,0.2747999571560614,7.18016813588416e-06,3.669003800821751e-05,6.24910339020665e-05,6.24910339020665e-05,0.3449856932465653,2.898670929189195,3.918882972563105e-05,9.388230907847461e-06,0.0010861137747317884,0.39999430105899314
A,Architecture A: Standard Optimization,optimal,True,0.068,1.0,0.04,0.4,0.0692898372496781,0.2748026455700223,0.015467533888560633,0.07556772334135838,0.1407365755499209,0.1407365755499209,0.3120429681928034,3.204686860247161,0.09014524784708253,0.021383391597501467,,0.372798054162306
B,Architecture B: Stronger Single-Stage,optimal,True,0.068,1.0,0.04,0.4,0.06928983846948639,0.2748026519137736,0.015467542578850167,0.07556774771916962,0.14073657044268145,0.14073657044268145,0.3120429857103352,3.204686680341807,0.09014521103598591,0.02138338329188355,,0.372798045185615
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.068,1.0,0.04,0.4,0.06919962874314103,0.2748007748015497,5.002017465181496e-06,2.555987025895056e-05,4.3533972890273664e-05,4.3533972890273664e-05,0.34499003300265785,2.8986344657449736,3.956575926698793e-05,9.478530505785399e-06,0.001301918554552252,0.39999602983183485
A,Architecture A: Standard Optimization,optimal,True,0.0675,1.0,0.04,0.4,0.06911623442943336,0.274802636791759,0.017309676300807483,0.08837780716897142,0.15643091079930788,0.15643091079930788,0.30939720746014143,3.2320912273548124,0.08026020494145786,0.01912458463786859,,0.3840754711754813
B,Architecture B: Stronger Single-Stage,optimal,True,0.0675,1.0,0.04,0.4,0.06911623739997072,0.27480265221340283,0.017309655302097986,0.0883778566874654,0.15643037611358618,0.15643037611358618,0.30939738329762406,3.2320893904847683,0.08026201273685123,0.019124982533725354,,0.38407612488388787
